SOURCE,TARGET,WEIGHT,KIND
1996,1008,1,FRIEND
1825,1341,1,FRIEND
727,950,1,FRIEND
376,982,1,FRIEND
137,1165,1,FRIEND
381,1176,1,FRIEND
1248,11,1,FRIEND
2524,1526,1,FRIEND
316,1172,1,FRIEND
1424,2380,1,FRIEND
1504,1039,1,FRIEND
1841,78,1,FRIEND
514,2305,1,FRIEND
1892,1494,1,FRIEND
1387,1281,1,FRIEND
1393,1730,1,FRIEND
2595,2638,1,FRIEND
1735,2828,1,FRIEND
293,504,1,FRIEND
528,1273,1,FRIEND
948,1081,1,FRIEND
1705,17,1,FRIEND
1905,2679,1,FRIEND
1340,145,1,FRIEND
413,1626,1,FRIEND
1914,583,1,FRIEND
1514,990,1,FRIEND
2813,1145,1,FRIEND
201,2259,1,FRIEND
2068,924,1,FRIEND
2104,1301,1,FRIEND
382,2581,1,FRIEND
1818,1505,1,FRIEND
482,680,1,FRIEND
294,1814,1,FRIEND
380,1717,1,FRIEND
336,1994,1,FRIEND
1180,408,1,FRIEND
2658,2310,1,FRIEND
1373,632,1,FRIEND
174,869,1,FRIEND
2819,1118,1,FRIEND
2149,1699,1,FRIEND
1748,571,1,FRIEND
1831,2744,1,FRIEND
981,1951,1,FRIEND
1265,1805,1,FRIEND
591,2246,1,FRIEND
303,176,1,FRIEND
1698,566,1,FRIEND
2165,379,1,FRIEND
2720,1229,1,FRIEND
2792,325,1,FRIEND
1629,412,1,FRIEND
19,699,1,FRIEND
2299,2713,1,FRIEND
47,1109,1,FRIEND
2192,2270,1,FRIEND
2626,1107,1,FRIEND
120,687,1,FRIEND
1202,1563,1,FRIEND
1475,2369,1,FRIEND
2506,1194,1,FRIEND
1986,1879,1,FRIEND
1014,1966,1,FRIEND
685,1956,1,FRIEND
2100,1490,1,FRIEND
2606,1662,1,FRIEND
2513,777,1,FRIEND
2445,397,1,FRIEND
746,2673,1,FRIEND
2234,295,1,FRIEND
2681,540,1,FRIEND
34,2340,1,FRIEND
1617,678,1,FRIEND
242,1082,1,FRIEND
429,1739,1,FRIEND
250,960,1,FRIEND
469,1743,1,FRIEND
1316,1596,1,FRIEND
197,2596,1,FRIEND
1962,903,1,FRIEND
797,874,1,FRIEND
2767,2119,1,FRIEND
286,1399,1,FRIEND
2716,2174,1,FRIEND
1307,525,1,FRIEND
1530,319,1,FRIEND
1810,2346,1,FRIEND
2395,140,1,FRIEND
2674,2243,1,FRIEND
1237,501,1,FRIEND
1919,322,1,FRIEND
776,1423,1,FRIEND
6,2665,1,FRIEND
1463,1289,1,FRIEND
1377,495,1,FRIEND
1576,859,1,FRIEND
2041,2010,1,FRIEND
530,1601,1,FRIEND
1263,916,1,FRIEND
1136,1183,1,FRIEND
636,1221,1,FRIEND
675,2123,1,FRIEND
934,462,1,FRIEND
456,741,1,FRIEND
2021,2532,1,FRIEND
2424,54,1,FRIEND
640,738,1,FRIEND
80,2515,1,FRIEND
2132,2111,1,FRIEND
1920,1812,1,FRIEND
2031,2162,1,FRIEND
2095,2562,1,FRIEND
1954,719,1,FRIEND
1729,276,1,FRIEND
181,1201,1,FRIEND
2382,1959,1,FRIEND
1640,2386,1,FRIEND
114,1897,1,FRIEND
14,1744,1,FRIEND
1652,963,1,FRIEND
971,127,1,FRIEND
2597,1090,1,FRIEND
606,722,1,FRIEND
800,2830,1,FRIEND
2441,2365,1,FRIEND
2775,1086,1,FRIEND
547,2275,1,FRIEND
2463,689,1,FRIEND
2709,1895,1,FRIEND
1069,391,1,FRIEND
194,1832,1,FRIEND
399,147,1,FRIEND
2220,2387,1,FRIEND
2781,1245,1,FRIEND
2591,706,1,FRIEND
2452,1468,1,FRIEND
407,1111,1,FRIEND
2011,915,1,FRIEND
102,281,1,FRIEND
568,1890,1,FRIEND
2442,766,1,FRIEND
2599,1053,1,FRIEND
38,4,1,FRIEND
896,646,1,FRIEND
2771,253,1,FRIEND
1864,357,1,FRIEND
846,330,1,FRIEND
2005,2476,1,FRIEND
1913,1767,1,FRIEND
1271,832,1,FRIEND
2241,2791,1,FRIEND
820,2839,1,FRIEND
224,964,1,FRIEND
645,1676,1,FRIEND
729,1657,1,FRIEND
2598,1028,1,FRIEND
227,708,1,FRIEND
1227,2384,1,FRIEND
117,1269,1,FRIEND
624,2219,1,FRIEND
2154,2019,1,FRIEND
785,1418,1,FRIEND
411,2084,1,FRIEND
2749,1772,1,FRIEND
2355,752,1,FRIEND
1823,144,1,FRIEND
799,1883,1,FRIEND
213,2811,1,FRIEND
261,2734,1,FRIEND
1622,1211,1,FRIEND
1072,1050,1,FRIEND
2379,2576,1,FRIEND
2235,852,1,FRIEND
1391,2157,1,FRIEND
853,1255,1,FRIEND
2183,1049,1,FRIEND
251,1216,1,FRIEND
2602,917,1,FRIEND
871,518,1,FRIEND
880,860,1,FRIEND
1405,1416,1,FRIEND
1364,572,1,FRIEND
2004,638,1,FRIEND
2807,2163,1,FRIEND
2268,562,1,FRIEND
979,1396,1,FRIEND
2133,1637,1,FRIEND
2835,826,1,FRIEND
1138,2390,1,FRIEND
1458,1351,1,FRIEND
313,403,1,FRIEND
2569,208,1,FRIEND
180,1995,1,FRIEND
1602,1251,1,FRIEND
1569,1523,1,FRIEND
2571,1616,1,FRIEND
2182,1313,1,FRIEND
1067,2782,1,FRIEND
1719,352,1,FRIEND
2121,768,1,FRIEND
983,1441,1,FRIEND
2431,1421,1,FRIEND
2233,1128,1,FRIEND
359,2350,1,FRIEND
1133,1492,1,FRIEND
2733,809,1,FRIEND
1444,1168,1,FRIEND
1334,164,1,FRIEND
16,386,1,FRIEND
1117,214,1,FRIEND
1144,1773,1,FRIEND
1723,498,1,FRIEND
966,2048,1,FRIEND
2113,1005,1,FRIEND
2017,2680,1,FRIEND
437,480,1,FRIEND
2050,1968,1,FRIEND
2574,502,1,FRIEND
1203,1982,1,FRIEND
985,2488,1,FRIEND
955,1780,1,FRIEND
220,1055,1,FRIEND
601,1978,1,FRIEND
175,2208,1,FRIEND
247,2659,1,FRIEND
1643,2196,1,FRIEND
2325,1104,1,FRIEND
410,438,1,FRIEND
2135,45,1,FRIEND
2810,2622,1,FRIEND
1507,112,1,FRIEND
581,125,1,FRIEND
1843,385,1,FRIEND
1116,383,1,FRIEND
1113,1518,1,FRIEND
1644,1932,1,FRIEND
1893,1394,1,FRIEND
1033,107,1,FRIEND
39,1119,1,FRIEND
1910,361,1,FRIEND
1988,356,1,FRIEND
241,653,1,FRIEND
2683,2138,1,FRIEND
900,2838,1,FRIEND
512,187,1,FRIEND
774,2516,1,FRIEND
2212,2649,1,FRIEND
1613,1412,1,FRIEND
371,605,1,FRIEND
670,2453,1,FRIEND
2056,2764,1,FRIEND
592,2023,1,FRIEND
1974,684,1,FRIEND
2503,1608,1,FRIEND
2677,148,1,FRIEND
2303,1590,1,FRIEND
1960,783,1,FRIEND
1451,2479,1,FRIEND
2489,509,1,FRIEND
2796,977,1,FRIEND
2776,1806,1,FRIEND
1365,347,1,FRIEND
2008,1042,1,FRIEND
912,1249,1,FRIEND
1716,2278,1,FRIEND
763,868,1,FRIEND
1722,222,1,FRIEND
447,2378,1,FRIEND
593,1380,1,FRIEND
1179,1181,1,FRIEND
1868,1549,1,FRIEND
1290,1392,1,FRIEND
1944,2697,1,FRIEND
1007,2736,1,FRIEND
1721,1257,1,FRIEND
1938,464,1,FRIEND
700,2799,1,FRIEND
1553,1574,1,FRIEND
2438,1170,1,FRIEND
1565,121,1,FRIEND
2052,85,1,FRIEND
2374,1284,1,FRIEND
804,2263,1,FRIEND
953,1083,1,FRIEND
2170,2755,1,FRIEND
2127,611,1,FRIEND
67,71,1,FRIEND
557,539,1,FRIEND
733,1041,1,FRIEND
932,68,1,FRIEND
671,323,1,FRIEND
2344,1856,1,FRIEND
2071,2112,1,FRIEND
2821,615,1,FRIEND
1609,2323,1,FRIEND
1074,2256,1,FRIEND
1993,2437,1,FRIEND
130,1345,1,FRIEND
694,2493,1,FRIEND
1312,1752,1,FRIEND
2478,831,1,FRIEND
1480,1169,1,FRIEND
2425,958,1,FRIEND
1064,115,1,FRIEND
2078,1010,1,FRIEND
2067,1572,1,FRIEND
1949,1885,1,FRIEND
113,870,1,FRIEND
558,1618,1,FRIEND
759,620,1,FRIEND
2805,96,1,FRIEND
2399,221,1,FRIEND
2129,2495,1,FRIEND
1829,658,1,FRIEND
2160,1870,1,FRIEND
894,350,1,FRIEND
2780,2728,1,FRIEND
2666,1454,1,FRIEND
1762,100,1,FRIEND
1787,129,1,FRIEND
1151,1866,1,FRIEND
2189,2570,1,FRIEND
1561,305,1,FRIEND
2845,2055,1,FRIEND
490,344,1,FRIEND
1651,2348,1,FRIEND
565,1579,1,FRIEND
1639,166,1,FRIEND
2475,789,1,FRIEND
1621,1448,1,FRIEND
1350,780,1,FRIEND
817,477,1,FRIEND
2150,823,1,FRIEND
282,2646,1,FRIEND
2266,1011,1,FRIEND
1524,2823,1,FRIEND
2545,1078,1,FRIEND
1670,237,1,FRIEND
334,1309,1,FRIEND
404,1485,1,FRIEND
1619,390,1,FRIEND
2047,135,1,FRIEND
1236,1439,1,FRIEND
1459,128,1,FRIEND
1543,631,1,FRIEND
806,1160,1,FRIEND
1891,889,1,FRIEND
725,545,1,FRIEND
1592,1972,1,FRIEND
228,1120,1,FRIEND
2179,2836,1,FRIEND
728,642,1,FRIEND
329,2568,1,FRIEND
2251,1627,1,FRIEND
1347,1036,1,FRIEND
1068,193,1,FRIEND
1009,1208,1,FRIEND
527,2362,1,FRIEND
1785,1476,1,FRIEND
1555,1267,1,FRIEND
1302,2620,1,FRIEND
2822,892,1,FRIEND
2603,1706,1,FRIEND
2345,946,1,FRIEND
851,927,1,FRIEND
1242,384,1,FRIEND
2667,1615,1,FRIEND
2639,1580,1,FRIEND
1804,111,1,FRIEND
2525,2779,1,FRIEND
474,1945,1,FRIEND
2698,574,1,FRIEND
1386,2768,1,FRIEND
1824,1584,1,FRIEND
807,1087,1,FRIEND
1781,2338,1,FRIEND
1708,1863,1,FRIEND
15,1124,1,FRIEND
1528,651,1,FRIEND
2181,723,1,FRIEND
2824,2419,1,FRIEND
2635,1734,1,FRIEND
692,1447,1,FRIEND
1278,2831,1,FRIEND
179,813,1,FRIEND
577,1304,1,FRIEND
1330,1148,1,FRIEND
743,2694,1,FRIEND
1604,855,1,FRIEND
56,1270,1,FRIEND
2762,101,1,FRIEND
610,2611,1,FRIEND
1770,748,1,FRIEND
609,1023,1,FRIEND
42,2504,1,FRIEND
1548,1125,1,FRIEND
288,138,1,FRIEND
2018,342,1,FRIEND
2177,5,1,FRIEND
523,1012,1,FRIEND
231,461,1,FRIEND
268,66,1,FRIEND
496,1142,1,FRIEND
269,1536,1,FRIEND
1834,1185,1,FRIEND
818,1544,1,FRIEND
1819,1758,1,FRIEND
2461,2783,1,FRIEND
1521,497,1,FRIEND
771,1318,1,FRIEND
2265,240,1,FRIEND
2110,551,1,FRIEND
2448,1509,1,FRIEND
2672,1862,1,FRIEND
1607,2081,1,FRIEND
664,673,1,FRIEND
1656,584,1,FRIEND
2273,731,1,FRIEND
134,62,1,FRIEND
59,864,1,FRIEND
2647,847,1,FRIEND
402,2085,1,FRIEND
1383,1642,1,FRIEND
2501,599,1,FRIEND
1726,1100,1,FRIEND
2142,2215,1,FRIEND
2663,257,1,FRIEND
48,1286,1,FRIEND
1664,2575,1,FRIEND
2793,1880,1,FRIEND
1686,1453,1,FRIEND
1088,234,1,FRIEND
1282,225,1,FRIEND
1220,40,1,FRIEND
1975,2650,1,FRIEND
1842,2307,1,FRIEND
740,721,1,FRIEND
1506,2159,1,FRIEND
304,478,1,FRIEND
1821,301,1,FRIEND
1187,2505,1,FRIEND
2510,612,1,FRIEND
2777,398,1,FRIEND
131,1794,1,FRIEND
2618,1749,1,FRIEND
2252,872,1,FRIEND
660,1433,1,FRIEND
910,13,1,FRIEND
1547,998,1,FRIEND
10,1983,1,FRIEND
1032,1325,1,FRIEND
1802,2136,1,FRIEND
1838,533,1,FRIEND
884,1403,1,FRIEND
503,2613,1,FRIEND
2317,1969,1,FRIEND
1912,923,1,FRIEND
1701,459,1,FRIEND
2632,2473,1,FRIEND
625,119,1,FRIEND
229,444,1,FRIEND
1508,2407,1,FRIEND
343,311,1,FRIEND
1435,2058,1,FRIEND
767,1408,1,FRIEND
965,1432,1,FRIEND
439,426,1,FRIEND
370,2727,1,FRIEND
1647,1931,1,FRIEND
944,2447,1,FRIEND
1833,396,1,FRIEND
1489,709,1,FRIEND
1244,2261,1,FRIEND
1469,84,1,FRIEND
1682,834,1,FRIEND
440,1865,1,FRIEND
1329,190,1,FRIEND
1550,506,1,FRIEND
1692,170,1,FRIEND
1018,488,1,FRIEND
1930,2522,1,FRIEND
373,1751,1,FRIEND
786,427,1,FRIEND
2689,1031,1,FRIEND
881,2605,1,FRIEND
573,2033,1,FRIEND
1215,1115,1,FRIEND
2347,2556,1,FRIEND
1727,1352,1,FRIEND
423,2209,1,FRIEND
2286,844,1,FRIEND
2396,2756,1,FRIEND
1591,861,1,FRIEND
1303,1071,1,FRIEND
2222,2766,1,FRIEND
2134,1240,1,FRIEND
1332,30,1,FRIEND
1815,2218,1,FRIEND
2102,425,1,FRIEND
2797,1899,1,FRIEND
2740,2101,1,FRIEND
2366,2564,1,FRIEND
901,2076,1,FRIEND
2608,1567,1,FRIEND
865,838,1,FRIEND
1167,1578,1,FRIEND
414,2700,1,FRIEND
688,158,1,FRIEND
1474,962,1,FRIEND
1634,2693,1,FRIEND
1675,2116,1,FRIEND
199,931,1,FRIEND
1681,1127,1,FRIEND
1738,1335,1,FRIEND
481,1663,1,FRIEND
2833,970,1,FRIEND
202,1941,1,FRIEND
1849,2719,1,FRIEND
2470,830,1,FRIEND
1877,2746,1,FRIEND
489,616,1,FRIEND
2496,1184,1,FRIEND
2020,1797,1,FRIEND
471,1546,1,FRIEND
607,2480,1,FRIEND
326,2353,1,FRIEND
1234,1732,1,FRIEND
1407,2784,1,FRIEND
1483,1586,1,FRIEND
753,2193,1,FRIEND
821,2408,1,FRIEND
2757,648,1,FRIEND
2079,1788,1,FRIEND
1293,1894,1,FRIEND
210,1510,1,FRIEND
2147,2302,1,FRIEND
132,2044,1,FRIEND
2627,35,1,FRIEND
420,230,1,FRIEND
1419,259,1,FRIEND
1515,419,1,FRIEND
1519,355,1,FRIEND
905,2007,1,FRIEND
285,1017,1,FRIEND
1320,1004,1,FRIEND
1764,1820,1,FRIEND
1680,2096,1,FRIEND
2746,2746,1,WORK
53,1362,1,WORK
1362,715,1,WORK
715,2686,1,WORK
2686,113,1,WORK
113,1857,1,WORK
1857,223,1,WORK
223,2298,1,WORK
2298,1338,1,WORK
1338,2351,1,WORK
2351,1344,1,WORK
1344,449,1,WORK
449,2554,1,WORK
2554,1144,1,WORK
1144,685,1,WORK
685,1773,1,WORK
1773,586,1,WORK
586,555,1,WORK
555,483,1,WORK
483,1820,1,WORK
1820,771,1,WORK
771,2057,1,WORK
2057,2754,1,WORK
2226,2087,1,WORK
2087,1977,1,WORK
1977,2295,1,WORK
2295,1194,1,WORK
1194,1365,1,WORK
1365,1444,1,WORK
1444,2737,1,WORK
2737,2104,1,WORK
2104,77,1,WORK
77,1247,1,WORK
1247,2058,1,WORK
2058,1090,1,WORK
1090,2497,1,WORK
2497,328,1,WORK
328,1495,1,WORK
1495,2846,1,WORK
2846,2407,1,WORK
2628,197,1,WORK
197,64,1,WORK
64,689,1,WORK
689,1215,1,WORK
1215,486,1,WORK
486,1423,1,WORK
1423,1927,1,WORK
1927,2180,1,WORK
2180,2438,1,WORK
2438,662,1,WORK
662,1096,1,WORK
1096,393,1,WORK
393,1811,1,WORK
1811,1079,1,WORK
1079,1154,1,WORK
1154,99,1,WORK
99,592,1,WORK
592,1051,1,WORK
1051,570,1,WORK
1399,1217,1,WORK
1217,2821,1,WORK
2821,1262,1,WORK
1262,815,1,WORK
815,1990,1,WORK
1990,2015,1,WORK
2015,1558,1,WORK
1558,1163,1,WORK
1163,2480,1,WORK
2480,232,1,WORK
232,120,1,WORK
120,423,1,WORK
423,241,1,WORK
241,1038,1,WORK
1038,1067,1,WORK
1067,798,1,WORK
798,2550,1,WORK
2550,1711,1,WORK
1711,2472,1,WORK
2472,1734,1,WORK
1734,495,1,WORK
495,1123,1,WORK
1123,934,1,WORK
934,2816,1,WORK
2816,1419,1,WORK
1419,1752,1,WORK
1752,1153,1,WORK
1513,2749,1,WORK
2749,196,1,WORK
196,779,1,WORK
779,139,1,WORK
139,2510,1,WORK
2510,2597,1,WORK
2597,893,1,WORK
893,1893,1,WORK
1893,1913,1,WORK
1913,1074,1,WORK
1074,727,1,WORK
727,1933,1,WORK
1933,687,1,WORK
687,1999,1,WORK
1999,805,1,WORK
805,2301,1,WORK
2301,1703,1,WORK
1703,1484,1,WORK
1484,477,1,WORK
477,2004,1,WORK
2004,599,1,WORK
906,2292,1,WORK
2292,1605,1,WORK
1605,894,1,WORK
894,517,1,WORK
2697,1152,1,WORK
1152,1776,1,WORK
1776,379,1,WORK
379,1081,1,WORK
1081,2542,1,WORK
2542,2767,1,WORK
2767,473,1,WORK
1372,1740,1,WORK
1740,742,1,WORK
742,838,1,WORK
838,605,1,WORK
605,372,1,WORK
372,411,1,WORK
411,2506,1,WORK
2506,2609,1,WORK
2609,1777,1,WORK
1777,645,1,WORK
645,2112,1,WORK
2112,2046,1,WORK
2046,821,1,WORK
1841,1322,1,WORK
1322,948,1,WORK
948,2420,1,WORK
2420,2183,1,WORK
2183,1769,1,WORK
1769,1389,1,WORK
1389,2504,1,WORK
2504,614,1,WORK
614,567,1,WORK
1601,1120,1,WORK
1120,62,1,WORK
62,2074,1,WORK
2074,544,1,WORK
544,2072,1,WORK
2072,956,1,WORK
956,701,1,WORK
701,1683,1,WORK
1683,608,1,WORK
608,1555,1,WORK
1555,2259,1,WORK
2259,1792,1,WORK
1792,1564,1,WORK
1564,150,1,WORK
150,1395,1,WORK
1395,1435,1,WORK
1435,2348,1,WORK
2348,1055,1,WORK
1055,1710,1,WORK
1710,102,1,WORK
1440,127,1,WORK
127,287,1,WORK
287,446,1,WORK
446,1394,1,WORK
1394,1027,1,WORK
1027,416,1,WORK
416,358,1,WORK
358,132,1,WORK
132,1363,1,WORK
1363,663,1,WORK
663,2314,1,WORK
2314,374,1,WORK
374,2432,1,WORK
2432,1591,1,WORK
1591,118,1,WORK
118,2764,1,WORK
2764,266,1,WORK
266,718,1,WORK
7667,5650,1,FAMILY
5650,7259,1,FAMILY
7259,6988,1,FAMILY
6955,5047,1,FAMILY
5047,7356,1,FAMILY
7356,5138,1,FAMILY
5138,5575,1,FAMILY
5121,6299,1,FAMILY
6299,7205,1,FAMILY
7075,5418,1,FAMILY
5418,5825,1,FAMILY
5825,5241,1,FAMILY
5241,6908,1,FAMILY
6908,7142,1,FAMILY
7142,6266,1,FAMILY
4987,7493,1,FAMILY
5012,6202,1,FAMILY
6202,7293,1,FAMILY
7293,6844,1,FAMILY
7638,5561,1,FAMILY
5561,7108,1,FAMILY
7108,5580,1,FAMILY
5580,5954,1,FAMILY
5954,5848,1,FAMILY
5823,5016,1,FAMILY
5016,6183,1,FAMILY
6950,5355,1,FAMILY
5355,6950,1,FAMILY
7509,6010,1,FAMILY
6010,7529,1,FAMILY
7529,5682,1,FAMILY
5682,7570,1,FAMILY
7570,6777,1,FAMILY
6777,5691,1,FAMILY
5691,6278,1,FAMILY
6069,7566,1,FAMILY
7566,7087,1,FAMILY
7087,7464,1,FAMILY
7464,7193,1,FAMILY
7193,4975,1,FAMILY
4975,5420,1,FAMILY
5637,7562,1,FAMILY
7562,5916,1,FAMILY
5916,6319,1,FAMILY
6695,6584,1,FAMILY
6043,6525,1,FAMILY
6525,5693,1,FAMILY
6076,6104,1,FAMILY
6104,7729,1,FAMILY
7729,6248,1,FAMILY
6248,6005,1,FAMILY
6443,5254,1,FAMILY
6713,6713,1,FAMILY
6713,5265,1,FAMILY
5201,7589,1,FAMILY
7589,6316,1,FAMILY
5378,5669,1,FAMILY
5669,5378,1,FAMILY
5706,5811,1,FAMILY
5811,6177,1,FAMILY
6177,7564,1,FAMILY
7564,5287,1,FAMILY
5287,7707,1,FAMILY
7707,6243,1,FAMILY
6547,7663,1,FAMILY
7663,7683,1,FAMILY
6726,7480,1,FAMILY
7480,7660,1,FAMILY
5822,7261,1,FAMILY
7261,7559,1,FAMILY
7559,6857,1,FAMILY
6857,5350,1,FAMILY
5700,5004,1,FAMILY
5004,6983,1,FAMILY
6983,7778,1,FAMILY
6387,6531,1,FAMILY
6531,7608,1,FAMILY
7608,5567,1,FAMILY
5567,7587,1,FAMILY
7587,5288,1,FAMILY
5434,6542,1,FAMILY
6542,7020,1,FAMILY
6526,5531,1,FAMILY
5531,6733,1,FAMILY
6733,5415,1,FAMILY
5774,6970,1,FAMILY
6970,7521,1,FAMILY
5616,6792,1,FAMILY
6792,7719,1,FAMILY
7719,5754,1,FAMILY
5754,6523,1,FAMILY
6523,5600,1,FAMILY
5600,7271,1,FAMILY
5717,7107,1,FAMILY
7107,7331,1,FAMILY
7331,6685,1,FAMILY
6685,7105,1,FAMILY
5971,5908,1,FAMILY
5908,7840,1,FAMILY
7840,5377,1,FAMILY
5377,6386,1,FAMILY
6386,7651,1,FAMILY
4944,5293,1,FAMILY
6001,6001,1,FAMILY
6001,5448,1,FAMILY
5455,5313,1,FAMILY
5313,7585,1,FAMILY
7407,6436,1,FAMILY
7712,5298,1,FAMILY
5298,5664,1,FAMILY
5664,5077,1,FAMILY
5077,5597,1,FAMILY
5597,6591,1,FAMILY
6591,6946,1,FAMILY
5385,7238,1,FAMILY
7238,6318,1,FAMILY
6318,6259,1,FAMILY
5046,5325,1,FAMILY
5325,5106,1,FAMILY
5106,5901,1,FAMILY
5901,5380,1,FAMILY
6550,6552,1,FAMILY
6132,5896,1,FAMILY
5896,6472,1,FAMILY
5573,7749,1,FAMILY
7749,7488,1,FAMILY
7488,6252,1,FAMILY
6252,5502,1,FAMILY
7806,5716,1,FAMILY
5716,5511,1,FAMILY
4951,6924,1,FAMILY
6924,4981,1,FAMILY
4981,6057,1,FAMILY
7720,6656,1,FAMILY
6656,7720,1,FAMILY
7720,5571,1,FAMILY
5973,6356,1,FAMILY
6356,7378,1,FAMILY
7378,6321,1,FAMILY
7607,7802,1,FAMILY
7780,5784,1,FAMILY
5784,6117,1,FAMILY
6117,5960,1,FAMILY
5960,6175,1,FAMILY
6175,5049,1,FAMILY
6280,5266,1,FAMILY
5266,5643,1,FAMILY
5643,6709,1,FAMILY
6709,7246,1,FAMILY
7246,7278,1,FAMILY
7278,6501,1,FAMILY
6501,5559,1,FAMILY
5559,5056,1,FAMILY
6852,7583,1,FAMILY
7583,6203,1,FAMILY
6203,6307,1,FAMILY
6307,5411,1,FAMILY
6999,5165,1,FAMILY
5905,6281,1,FAMILY
6281,5539,1,FAMILY
5539,4997,1,FAMILY
5467,5457,1,FAMILY
5457,6342,1,FAMILY
5079,5628,1,FAMILY
5628,5179,1,FAMILY
5179,6204,1,FAMILY
6602,7457,1,FAMILY
7457,5790,1,FAMILY
5790,6249,1,FAMILY
6690,5058,1,FAMILY
5058,5487,1,FAMILY
5556,7829,1,FAMILY
7829,5239,1,FAMILY
5239,6900,1,FAMILY
6900,5129,1,FAMILY
6745,5757,1,FAMILY
5757,5940,1,FAMILY
5940,6354,1,FAMILY
6354,5755,1,FAMILY
5755,6889,1,FAMILY
6889,4972,1,FAMILY
5022,6856,1,FAMILY
6856,5395,1,FAMILY
6574,7129,1,FAMILY
7129,5788,1,FAMILY
5788,5654,1,FAMILY
5654,7636,1,FAMILY
6516,6497,1,FAMILY
6497,5861,1,FAMILY
5727,6776,1,FAMILY
6776,5727,1,FAMILY
5688,5276,1,FAMILY
5276,6044,1,FAMILY
6044,5588,1,FAMILY
5588,5342,1,FAMILY
7289,7018,1,FAMILY
7018,7289,1,FAMILY
5422,6867,1,FAMILY
6867,5405,1,FAMILY
5405,7505,1,FAMILY
7505,6227,1,FAMILY
6227,7368,1,FAMILY
5903,5890,1,FAMILY
5890,7672,1,FAMILY
7672,7119,1,FAMILY
5498,5570,1,FAMILY
5570,7567,1,FAMILY
7567,6073,1,FAMILY
6073,7053,1,FAMILY
7053,6507,1,FAMILY
6507,7490,1,FAMILY
7498,5724,1,FAMILY
5724,6329,1,FAMILY
6329,6214,1,FAMILY
6214,6474,1,FAMILY
7842,5546,1,FAMILY
6837,4967,1,FAMILY
4967,6795,1,FAMILY
7374,5440,1,FAMILY
5440,7381,1,FAMILY
7381,5777,1,FAMILY
5777,7808,1,FAMILY
6917,5286,1,FAMILY
5286,7786,1,FAMILY
7786,6454,1,FAMILY
7151,7241,1,FAMILY
7241,7189,1,FAMILY
7189,5977,1,FAMILY
5977,6625,1,FAMILY
6625,6839,1,FAMILY
5876,6422,1,FAMILY
6422,7713,1,FAMILY
7713,5923,1,FAMILY
6828,6560,1,FAMILY
6457,5089,1,FAMILY
5089,4969,1,FAMILY
4969,7692,1,FAMILY
7692,6018,1,FAMILY
6018,6337,1,FAMILY
6337,6699,1,FAMILY
5898,5458,1,FAMILY
5458,5962,1,FAMILY
5962,4992,1,FAMILY
4992,6682,1,FAMILY
6682,7204,1,FAMILY
7367,5972,1,FAMILY
5972,6027,1,FAMILY
6825,5402,1,FAMILY
5402,7009,1,FAMILY
7009,5192,1,FAMILY
5192,7781,1,FAMILY
5357,6482,1,FAMILY
6479,7264,1,FAMILY
7264,6449,1,FAMILY
6449,6265,1,FAMILY
6265,7637,1,FAMILY
7682,6157,1,FAMILY
6157,7541,1,FAMILY
7541,6621,1,FAMILY
7595,7096,1,FAMILY
7096,6478,1,FAMILY
6478,4990,1,FAMILY
4990,5140,1,FAMILY
5140,7270,1,FAMILY
7270,6085,1,FAMILY
7449,7280,1,FAMILY
7280,7767,1,FAMILY
7767,6323,1,FAMILY
6323,7179,1,FAMILY
7179,6368,1,FAMILY
6811,7227,1,FAMILY
7227,5932,1,FAMILY
5932,5897,1,FAMILY
7297,7744,1,FAMILY
7744,6512,1,FAMILY
6512,7459,1,FAMILY
6341,5796,1,FAMILY
5947,6349,1,FAMILY
6349,7448,1,FAMILY
7723,5794,1,FAMILY
5794,5934,1,FAMILY
5934,6677,1,FAMILY
6677,6529,1,FAMILY
6059,7051,1,FAMILY
7051,6413,1,FAMILY
6413,6984,1,FAMILY
6984,5248,1,FAMILY
5248,6343,1,FAMILY
6343,7571,1,FAMILY
7400,5119,1,FAMILY
5119,5292,1,FAMILY
5292,6886,1,FAMILY
6352,5332,1,FAMILY
5332,6608,1,FAMILY
6608,5857,1,FAMILY
6041,5798,1,FAMILY
7136,7458,1,FAMILY
7458,5391,1,FAMILY
6207,7036,1,FAMILY
7036,6637,1,FAMILY
6637,6697,1,FAMILY
6697,7497,1,FAMILY
7497,5082,1,FAMILY
7708,5345,1,FAMILY
7765,5737,1,FAMILY
5737,5504,1,FAMILY
5504,7409,1,FAMILY
7409,7184,1,FAMILY
7184,5526,1,FAMILY
5526,5367,1,FAMILY
7812,6731,1,FAMILY
6731,6456,1,FAMILY
6456,5101,1,FAMILY
5101,6385,1,FAMILY
5709,5403,1,FAMILY
6739,6739,1,FAMILY
6739,5995,1,FAMILY
6437,5383,1,FAMILY
5759,6389,1,FAMILY
6389,7229,1,FAMILY
7229,7074,1,FAMILY
7074,7484,1,FAMILY
7522,5143,1,FAMILY
5143,7140,1,FAMILY
5200,5209,1,FAMILY
5209,6704,1,FAMILY
6704,5124,1,FAMILY
7469,6708,1,FAMILY
6643,6764,1,FAMILY
6764,6284,1,FAMILY
6284,5472,1,FAMILY
5472,6464,1,FAMILY
6464,7262,1,FAMILY
6509,6056,1,FAMILY
6056,7715,1,FAMILY
