SOURCE,TARGET,WEIGHT
9097,10531,1
9097,8290,1
9097,9158,1
8124,9759,1
8124,8023,1
8124,8078,1
8124,9635,1
8124,10531,1
8124,8290,1
8124,9158,1
9759,8023,1
9759,8078,1
9759,9635,1
9759,10531,1
9759,8290,1
9759,9158,1
8023,8078,1
8023,9635,1
8023,10531,1
8023,8290,1
8023,9158,1
8078,9635,1
8078,10531,1
8078,8290,1
8078,9158,1
9635,10531,1
9635,8290,1
9635,9158,1
10531,8290,1
10531,9158,1
8290,9158,1
9032,8536,1
9032,9153,1
9032,10948,1
9032,10457,1
9032,7860,1
9032,9329,1
9032,8881,1
9032,10820,1
9032,10062,1
9032,9309,1
9032,9122,1
9032,9602,1
9032,10547,1
9032,10381,1
9032,7898,1
9032,9185,1
9032,10598,1
9032,9403,1
9032,8058,1
9032,10411,1
9032,10749,1
9032,10748,1
9032,9023,1
9032,10827,1
9032,8651,1
8651,10827,1
8651,9023,1
8651,10748,1
8651,10749,1
8651,10411,1
8651,8058,1
8651,9403,1
8651,10598,1
8651,9185,1
8651,7898,1
8651,10381,1
8651,10547,1
8651,9602,1
8651,9122,1
8651,9309,1
8651,10062,1
8651,10820,1
8651,8881,1
8651,9329,1
8651,7860,1
8651,10457,1
8651,10948,1
8651,9153,1
8651,8536,1
10827,9023,1
10827,10748,1
10827,10749,1
10827,10411,1
10827,8058,1
10827,9403,1
10827,10598,1
10827,9185,1
10827,7898,1
10827,10381,1
10827,10547,1
10827,9602,1
10827,9122,1
10827,9309,1
10827,10062,1
10827,10820,1
10827,8881,1
10827,9329,1
10827,7860,1
10827,10457,1
10827,10948,1
10827,9153,1
10827,8536,1
9023,10748,1
9023,10749,1
9023,10411,1
9023,8058,1
9023,9403,1
9023,10598,1
9023,9185,1
9023,7898,1
9023,10381,1
9023,10547,1
9023,9602,1
9023,9122,1
9023,9309,1
9023,10062,1
9023,10820,1
9023,8881,1
9023,9329,1
9023,7860,1
9023,10457,1
9023,10948,1
9023,9153,1
9023,8536,1
10748,10749,1
10748,10411,1
10748,8058,1
10748,9403,1
10748,10598,1
10748,9185,1
10748,7898,1
10748,10381,1
10748,10547,1
10748,9602,1
10748,9122,1
10748,9309,1
10748,10062,1
10748,10820,1
10748,8881,1
10748,9329,1
10748,7860,1
10748,10457,1
10748,10948,1
10748,9153,1
10748,8536,1
10749,10411,1
10749,8058,1
10749,9403,1
10749,10598,1
10749,9185,1
10749,7898,1
10749,10381,1
10749,10547,1
10749,9602,1
10749,9122,1
10749,9309,1
10749,10062,1
10749,10820,1
10749,8881,1
10749,9329,1
10749,7860,1
10749,10457,1
10749,10948,1
10749,9153,1
10749,8536,1
10411,8058,1
10411,9403,1
10411,10598,1
10411,9185,1
10411,7898,1
10411,10381,1
10411,10547,1
10411,9602,1
10411,9122,1
10411,9309,1
10411,10062,1
10411,10820,1
10411,8881,1
10411,9329,1
10411,7860,1
10411,10457,1
10411,10948,1
10411,9153,1
10411,8536,1
8058,9403,1
8058,10598,1
8058,9185,1
8058,7898,1
8058,10381,1
8058,10547,1
8058,9602,1
8058,9122,1
8058,9309,1
8058,10062,1
8058,10820,1
8058,8881,1
8058,9329,1
8058,7860,1
8058,10457,1
8058,10948,1
8058,9153,1
8058,8536,1
9403,10598,1
9403,9185,1
9403,7898,1
9403,10381,1
9403,10547,1
9403,9602,1
9403,9122,1
9403,9309,1
9403,10062,1
9403,10820,1
9403,8881,1
9403,9329,1
9403,7860,1
9403,10457,1
9403,10948,1
9403,9153,1
9403,8536,1
10598,9185,1
10598,7898,1
10598,10381,1
10598,10547,1
10598,9602,1
10598,9122,1
10598,9309,1
10598,10062,1
10598,10820,1
10598,8881,1
10598,9329,1
10598,7860,1
10598,10457,1
10598,10948,1
10598,9153,1
10598,8536,1
9185,7898,1
9185,10381,1
9185,10547,1
9185,9602,1
9185,9122,1
9185,9309,1
9185,10062,1
9185,10820,1
9185,8881,1
9185,9329,1
9185,7860,1
9185,10457,1
9185,10948,1
9185,9153,1
9185,8536,1
7898,10381,1
7898,10547,1
7898,9602,1
7898,9122,1
7898,9309,1
7898,10062,1
7898,10820,1
7898,8881,1
7898,9329,1
7898,7860,1
7898,10457,1
7898,10948,1
7898,9153,1
7898,8536,1
10381,10547,1
10381,9602,1
10381,9122,1
10381,9309,1
10381,10062,1
10381,10820,1
10381,8881,1
10381,9329,1
10381,7860,1
10381,10457,1
10381,10948,1
10381,9153,1
10381,8536,1
10547,9602,1
10547,9122,1
10547,9309,1
10547,10062,1
10547,10820,1
10547,8881,1
10547,9329,1
10547,7860,1
10547,10457,1
10547,10948,1
10547,9153,1
10547,8536,1
9602,9122,1
9602,9309,1
9602,10062,1
9602,10820,1
9602,8881,1
9602,9329,1
9602,7860,1
9602,10457,1
9602,10948,1
9602,9153,1
9602,8536,1
9122,9309,1
9122,10062,1
9122,10820,1
9122,8881,1
9122,9329,1
9122,7860,1
9122,10457,1
9122,10948,1
9122,9153,1
9122,8536,1
9309,10062,1
9309,10820,1
9309,8881,1
9309,9329,1
9309,7860,1
9309,10457,1
9309,10948,1
9309,9153,1
9309,8536,1
10062,10820,1
10062,8881,1
10062,9329,1
10062,7860,1
10062,10457,1
10062,10948,1
10062,9153,1
10062,8536,1
10820,8881,1
10820,9329,1
10820,7860,1
10820,10457,1
10820,10948,1
10820,9153,1
10820,8536,1
8881,9329,1
8881,7860,1
8881,10457,1
8881,10948,1
8881,9153,1
8881,8536,1
9329,7860,1
9329,10457,1
9329,10948,1
9329,9153,1
9329,8536,1
7860,10457,1
7860,10948,1
7860,9153,1
7860,8536,1
10457,10948,1
10457,9153,1
10457,8536,1
10948,9153,1
10948,8536,1
9153,8536,1
8608,8905,1
8009,8944,1
9103,8938,1
10174,8472,1
8542,9944,1
10983,10097,1
9390,8033,1
8780,10677,1
9437,10716,1
9842,9948,1
9398,9389,1
8288,8349,1
9547,9947,1
9350,10048,1
8101,10742,1
8611,9632,1
8429,8243,1
7879,8514,1
9119,8329,1
7878,10241,1
10341,9449,1
9152,8233,1
10725,8968,1
7883,7964,1
10577,10110,1
9896,8210,1
10975,9495,1
8914,10813,1
10661,9968,1
9473,8159,1
10221,9709,1
10117,9493,1
9297,10921,1
10441,10088,1
10024,10440,1
9025,9766,1
9763,10840,1
10637,10911,1
9554,9934,1
8503,8782,1
9045,8943,1
10286,9376,1
9998,9768,1
10903,9949,1
7977,10314,1
8961,9326,1
8153,7902,1
10534,8067,1
10633,10410,1
10006,9365,1
10636,9216,1
10261,8474,1
10477,10488,1
8615,10368,1
8469,10350,1
9757,10207,1
8717,8413,1
9932,10544,1
9451,8437,1
10940,8319,1
8736,10594,1
10757,8550,1
8519,9684,1
9933,10736,1
9372,9110,1
8769,10453,1
10802,8820,1
9125,10371,1
7942,8566,1
10258,9863,1
8711,10047,1
8160,10216,1
10768,9338,1
9694,8800,1
8166,8509,1
10332,8657,1
10515,10396,1
8344,8256,1
10596,8246,1
10738,9890,1
8957,8576,1
8979,7943,1
7954,10338,1
8422,8140,1
10307,9007,1
8543,9537,1
8381,9815,1
8770,10688,1
10138,7947,1
7996,10284,1
8853,9646,1
9454,10494,1
10360,8174,1
9839,8410,1
10058,9394,1
8327,9640,1
10373,8331,1
8131,7904,1
7944,10045,1
10860,8562,1
9655,8454,1
8211,9795,1
10379,9918,1
7900,9618,1
10354,8928,1
8079,10140,1
7885,9642,1
8882,8529,1
8885,10833,1
8548,8315,1
10573,9051,1
8612,8848,1
8549,8590,1
8466,9644,1
9240,9805,1
10420,8824,1
10501,8401,1
9616,7940,1
8213,7849,1
8683,10836,1
9970,10684,1
9174,9827,1
7882,7889,1
10349,8517,1
10298,9075,1
9203,9727,1
10601,8039,1
10787,9740,1
9808,10799,1
8051,10475,1
7922,10657,1
8460,8369,1
8747,8316,1
10358,9765,1
8804,10383,1
10806,10509,1
9664,8463,1
8629,10570,1
10900,10889,1
8496,10230,1
8596,9210,1
10643,8622,1
9481,10683,1
7956,9507,1
9582,9424,1
10417,9209,1
10938,8593,1
10715,9349,1
8094,9569,1
8951,9047,1
10104,10824,1
10466,10289,1
10784,9802,1
9930,9296,1
8298,8219,1
7862,9327,1
9870,10627,1
10866,9857,1
10355,8492,1
10992,8511,1
10913,9625,1
8841,8662,1
10685,9006,1
10930,8096,1
9914,8345,1
7861,9000,1
10655,10804,1
10946,10293,1
10711,8270,1
8238,8702,1
8306,9215,1
10366,9515,1
10919,9074,1
7998,8134,1
7924,10609,1
9899,8360,1
8242,10334,1
9598,8617,1
8482,8383,1
8942,8444,1
8599,8625,1
8122,7993,1
8900,9531,1
9509,8799,1
9179,10210,1
9809,8030,1
10727,8480,1
9010,9553,1
8370,8731,1
9869,8289,1
9421,10771,1
9453,9464,1
10641,8787,1
10064,10808,1
8190,10384,1
9995,10237,1
10969,10414,1
8883,8937,1
8271,9236,1
9496,9707,1
8412,9042,1
8151,8954,1
10665,8628,1
9931,9463,1
8962,9384,1
10439,8035,1
10481,10553,1
8110,7865,1
9171,10945,1
9347,9696,1
9513,10136,1
10303,9055,1
9450,8336,1
7969,10559,1
10055,8652,1
8320,8004,1
8491,10575,1
8597,9198,1
10401,10660,1
10986,9647,1
9566,8321,1
10288,9091,1
9825,9926,1
8618,8356,1
10678,10541,1
7927,10157,1
10002,10654,1
9706,10710,1
10131,10870,1
8038,8627,1
8512,10635,1
9117,10667,1
8849,8880,1
9386,10009,1
10431,8851,1
10253,9717,1
9109,8487,1
10772,10798,1
8125,9941,1
10548,7953,1
8224,9435,1
10359,8161,1
8032,8730,1
10472,10543,1
9882,9824,1
8259,9062,1
9816,8029,1
10524,10245,1
8435,7955,1
9796,8099,1
7899,8409,1
8952,9855,1
9207,10081,1
8639,10729,1
8176,9063,1
8449,8297,1
9105,9283,1
7989,10167,1
7846,10765,1
8348,9666,1
9231,9156,1
9400,9546,1
8373,10193,1
10105,8456,1
10842,8868,1
8282,8202,1
8670,9784,1
10158,9787,1
10367,10233,1
8997,8908,1
8457,9838,1
9567,9218,1
10462,9413,1
10134,8518,1
9114,10920,1
7901,9548,1
10352,8649,1
9859,8207,1
9135,9287,1
9588,7999,1
10309,7872,1
10111,10778,1
9536,9497,1
8374,10290,1
8440,8697,1
10744,10507,1
8165,8181,1
10382,10155,1
10935,9596,1
9104,10016,1
7917,8547,1
10389,8364,1
8740,10579,1
8902,7905,1
8172,10622,1
9991,10198,1
10859,8685,1
8660,10429,1
8828,8200,1
10487,9275,1
9264,9861,1
10152,8342,1
9720,9456,1
9710,9151,1
8698,8430,1
9129,9311,1
8644,8262,1
8687,9458,1
10209,7925,1
8465,9872,1
9538,8497,1
9938,10083,1
10962,10282,1
8420,9556,1
9293,9622,1
10449,8044,1
10822,8872,1
8764,8850,1
8658,10792,1
8180,9434,1
10151,10202,1
10815,9491,1
9333,10619,1
8115,9858,1
9704,8312,1
10709,9958,1
9177,10200,1
8635,8925,1
8798,8935,1
8801,10444,1
9988,10415,1
10281,10603,1
8445,7859,1
9239,8263,1
9220,8063,1
10199,9752,1
7850,8328,1
8389,10001,1
9638,10680,1
10652,10422,1
8001,9459,1
9530,10342,1
8659,10264,1
8089,8098,1
9916,9061,1
10187,9357,1
10702,9738,1
10753,8074,1
10169,9767,1
9987,9170,1
8028,10074,1
8751,9902,1
10878,10818,1
10445,8870,1
8114,9735,1
9873,8277,1
9488,8524,1
8182,9197,1
9189,8950,1
9476,9878,1
8083,10497,1
9828,10362,1
7895,10769,1
10886,8579,1
7963,10932,1
10127,8858,1
10923,8783,1
9383,9785,1
9814,10721,1
9160,9540,1
10093,10315,1
10791,10723,1
10333,10511,1
10562,8441,1
10584,10218,1
8486,9779,1
9852,10508,1
8223,9901,1
8340,7893,1
9712,9361,1
8533,10049,1
9415,9187,1
8266,8907,1
7950,9506,1
9150,9379,1
8973,10862,1
8142,10017,1
10063,10485,1
9760,8179,1
8932,9841,1
9181,9849,1
8382,9322,1
9141,10317,1
8777,7985,1
10826,9455,1
8052,10780,1
8388,10183,1
9562,8049,1
10566,9793,1
10364,8216,1
8673,8461,1
9592,10351,1
9270,10845,1
10095,8104,1
8334,7863,1
7855,8062,1
8459,9462,1
9631,10492,1
9325,9605,1
8592,9274,1
9910,9024,1
9502,8070,1
10347,10142,1
10904,9955,1
10397,8284,1
10240,9155,1
10653,9124,1
8704,8513,1
7844,8748,1
8779,8208,1
8050,10499,1
10587,10944,1
8296,10319,1
10324,8195,1
10670,8175,1
10996,9474,1
9718,9716,1
10535,7886,1
10025,9651,1
10977,10244,1
8419,10380,1
9431,10585,1
8832,8893,1
9665,8071,1
9405,9348,1
10963,8407,1
8483,9351,1
8540,8671,1
9528,9544,1
9772,7935,1
9545,10905,1
10010,9378,1
9106,9957,1
8090,8155,1
8060,10981,1
10881,9323,1
10718,8399,1
10238,9489,1
9960,10057,1
7965,7921,1
8500,10943,1
8720,8222,1
8123,10161,1
9725,8676,1
10222,10322,1
9580,10947,1
9860,8919,1
9743,9641,1
10607,10681,1
8144,10760,1
10340,10931,1
8378,8641,1
9167,8817,1
8726,8275,1
8694,9356,1
9736,10306,1
8361,9121,1
9555,10042,1
10542,8749,1
10185,9100,1
8054,9211,1
8575,10620,1
8436,9292,1
10847,10196,1
9993,10294,1
9139,10087,1
10582,10874,1
10868,8295,1
10994,8904,1
9065,10892,1
10291,8002,1
10910,9834,1
9558,9262,1
8568,10465,1
8527,8132,1
9190,7988,1
8225,10618,1
8007,10156,1
10658,7941,1
7981,9132,1
10500,9581,1
8228,8829,1
9370,9708,1
8467,10851,1
8120,9928,1
10513,8475,1
10764,9068,1
8188,10578,1
8162,10731,1
10898,10459,1
10611,10229,1
8499,10646,1
8439,9629,1
10285,10053,1
8912,9192,1
8221,10700,1
10448,9015,1
9295,7877,1
9060,8681,1
8272,8941,1
8700,10426,1
9654,8027,1
8664,8280,1
8656,9118,1
10031,9448,1
10232,10393,1
8642,8269,1
9050,10037,1
9521,9265,1
10014,7845,1
8314,8595,1
10205,8598,1
9997,10442,1
8557,10458,1
8667,8294,1
9722,10857,1
9967,8406,1
10796,7866,1
9577,8148,1
10519,9146,1
8415,9059,1
9887,9908,1
10793,9829,1
10593,8621,1
10432,9923,1
8888,9905,1
10454,10065,1
8553,8177,1
8276,10046,1
9490,9243,1
9756,8688,1
8167,9030,1
8790,10628,1
8220,10255,1
8916,10051,1
9903,8945,1
8268,8187,1
8959,10506,1
7952,8036,1
7847,9677,1
9777,9144,1
8199,10126,1
10267,8309,1
8582,8855,1
8215,8082,1
8836,8906,1
7931,9645,1
8561,7973,1
9614,10781,1
8972,9120,1
10803,8105,1
9676,10023,1
9551,7967,1
9840,10909,1
9430,9533,1
7983,10924,1
9200,9469,1
9749,8128,1
10502,7858,1
8291,8735,1
10435,8746,1
8528,8901,1
8392,9846,1
10762,10876,1
10189,8856,1
10546,8541,1
10080,9280,1
8254,8854,1
9939,9731,1
9875,9113,1
9279,10610,1
9250,9093,1
10615,9163,1
8367,8404,1
9127,9232,1
8405,9729,1
8826,8041,1
8149,10412,1
9830,9334,1
8520,10197,1
8891,8097,1
9035,9780,1
10215,8525,1
9711,9672,1
9315,9246,1
10613,8013,1
10069,9439,1
8638,8760,1
7909,10163,1
10270,10179,1
8623,8391,1
10530,10260,1
10007,7961,1
9778,10375,1
9690,10869,1
9223,8471,1
10056,10296,1
7970,9486,1
8498,10843,1
9067,8551,1
9813,9242,1
9978,9781,1
8981,9318,1
9054,9140,1
10132,9685,1
8577,9214,1
8606,10118,1
7930,9505,1
8505,8100,1
10484,10268,1
8278,8477,1
9764,8948,1
10015,10175,1
10951,9771,1
10899,7932,1
8934,10631,1
8362,9268,1
7875,9823,1
10060,10275,1
8121,9352,1
10430,8874,1
10029,7874,1
8861,10991,1
10750,10173,1
10625,9848,1
10424,9115,1
8994,10071,1
10936,8152,1
9969,10243,1
8299,8843,1
10942,10028,1
7853,10560,1
8163,10960,1
9726,8933,1
10689,10008,1
10747,9298,1
9683,10461,1
8785,8993,1
9845,10034,1
8743,9499,1
8304,8273,1
10004,9138,1
9983,9512,1
10656,7852,1
8663,8918,1
9594,8752,1
10745,10330,1
8380,10279,1
10273,9263,1
9248,8636,1
8739,10040,1
7916,9336,1
10339,9552,1
9196,10052,1
10539,9108,1
10078,10236,1
9290,10914,1
9161,8766,1
10408,10873,1
10970,9483,1
9082,10551,1
9363,10968,1
8252,10591,1
8084,8022,1
10552,10363,1
7870,9775,1
9508,8679,1
9049,8119,1
10782,9806,1
9034,8431,1
9026,9494,1
10918,8423,1
8742,9755,1
8126,8830,1
10092,9527,1
8235,8040,1
7929,9225,1
8825,8196,1
10054,10526,1
9744,8967,1
9172,10283,1
9776,7888,1
8129,8455,1
7928,9804,1
7868,7951,1
8109,8473,1
9046,9079,1
8744,9688,1
8025,10070,1
10107,8619,1
9414,10090,1
10650,10528,1
9504,10478,1
9031,9076,1
8396,9503,1
9282,9090,1
8046,10928,1
10588,9116,1
9302,8537,1
8337,8136,1
9072,7906,1
7920,10777,1
10190,7912,1
10965,8095,1
9029,9244,1
9234,7933,1
10180,10554,1
8031,9728,1
8077,8446,1
9354,10844,1
7864,9360,1
8230,8927,1
10527,7962,1
10651,9695,1
8118,10980,1
8088,8564,1
9289,10337,1
10186,7873,1
9276,10732,1
8857,8865,1
9343,9022,1
10452,9438,1
10638,8012,1
8718,10251,1
8984,8869,1
8048,10376,1
9235,7910,1
8871,8476,1
9904,9742,1
9304,9306,1
10039,9500,1
9149,8607,1
8863,10369,1
9526,8398,1
8156,9107,1
9367,8757,1
9792,8355,1
8755,10958,1
8812,10604,1
8394,9016,1
10521,8189,1
9510,10099,1
9053,8443,1
9747,8879,1
10000,10300,1
10775,9011,1
10662,10761,1
10098,9868,1
8065,8835,1
9961,8563,1
9420,9984,1
10701,9019,1
10888,10629,1
8924,8386,1
10446,7854,1
9871,8696,1
9345,10035,1
8897,10722,1
10606,8448,1
10404,9271,1
8823,10550,1
9924,9579,1
8631,9441,1
10523,10659,1
7911,8384,1
9951,9568,1
10162,9522,1
10973,7948,1
7966,9985,1
10890,10877,1
10937,8080,1
8194,8970,1
9628,9789,1
10939,10392,1
9073,10305,1
9199,8706,1
9479,9965,1
9374,8359,1
10425,10704,1
9627,10805,1
7986,8411,1
9440,10838,1
8055,10313,1
9891,9418,1
9724,8397,1
8976,10976,1
9865,8260,1
8351,9131,1
9241,9470,1
8057,9999,1
10318,9674,1
9294,8428,1
10950,10565,1
10164,9077,1
10699,10254,1
9733,8197,1
10630,10706,1
8108,8569,1
8876,8286,1
9739,8677,1
9317,7980,1
8521,10147,1
10949,8773,1
8107,9741,1
8601,8609,1
10399,9769,1
9377,8614,1
9058,9940,1
10130,8226,1
9519,8745,1
8940,9308,1
10967,9136,1
10326,8586,1
8931,10846,1
9590,9975,1
9886,7856,1
10794,9929,1
9783,10450,1
9102,10145,1
9071,9935,1
10733,9409,1
9692,8042,1
9259,10474,1
10413,10460,1
8117,9922,1
10693,8768,1
9979,10698,1
8728,8589,1
10624,9866,1
9154,9543,1
9005,10617,1
10182,8809,1
8947,9847,1
10558,8715,1
10719,8470,1
9095,10112,1
9008,9159,1
8784,7979,1
9096,8103,1
8305,9603,1
10336,10188,1
8417,8452,1
10599,9788,1
8365,10073,1
10669,10418,1
10811,10227,1
10639,10219,1
10982,8917,1
8205,9643,1
10486,9750,1
10966,8323,1
9565,8840,1
9048,8802,1
8227,8283,1
8232,8064,1
10184,8066,1
8571,8249,1
9721,9762,1
8584,9626,1
10561,9691,1
10226,8313,1
8072,9613,1
10785,9920,1
9157,8578,1
8555,9328,1
10961,9217,1
8805,8508,1
10608,8678,1
8713,9078,1
9615,8637,1
10076,10239,1
10403,10978,1
8878,9344,1
8966,10941,1
9385,9475,1
8920,10906,1
10819,10564,1
8047,9412,1
10505,9560,1
8838,8138,1
10644,8909,1
9620,7890,1
9201,8672,1
8602,8408,1
10830,10103,1
10406,8725,1
9285,10767,1
9799,10292,1
8432,10883,1
8372,10810,1
8922,8339,1
8862,8333,1
10146,9636,1
8996,10865,1
10837,8762,1
8395,8712,1
8535,8458,1
10690,9539,1
10128,8646,1
8915,10433,1
8531,9982,1
9927,9761,1
8322,9084,1
10493,9600,1
9753,9277,1
9212,8532,1
8834,9094,1
8102,9525,1
8147,10666,1
7982,10503,1
8827,9303,1
10059,10957,1
8604,9224,1
10929,9175,1
9564,9041,1
9204,8791,1
9395,10518,1
9085,8661,1
8807,10438,1
10632,8921,1
10751,9402,1
9255,10223,1
8358,9252,1
10437,9184,1
8964,10225,1
8958,10320,1
9754,8507,1
8257,10378,1
10068,10586,1
10514,9478,1
10263,8795,1
8761,8081,1
9301,10276,1
8665,10427,1
8010,8488,1
9700,8317,1
8633,10247,1
8201,9092,1
8767,10854,1
10510,10971,1
9482,10266,1
7957,9619,1
10987,8873,1
10323,9388,1
8005,9391,1
10714,10483,1
8963,10365,1
7976,7994,1
10797,10203,1
10766,10094,1
10839,10220,1
9017,8347,1
8689,8655,1
8363,7869,1
10835,10468,1
8018,9229,1
9964,10377,1
9686,8758,1
8168,10388,1
10177,10345,1
10224,9658,1
9299,8570,1
8815,10470,1
8796,9624,1
9649,10356,1
8560,8171,1
8387,9881,1
8170,10150,1
8654,9996,1
10041,9166,1
8980,9661,1
10875,9387,1
9028,8494,1
8191,10348,1
7908,9608,1
10885,10407,1
10861,9148,1
9971,10072,1
9281,9408,1
9324,9266,1
8008,9358,1
8977,10419,1
8425,10692,1
10121,10902,1
9468,8613,1
9052,9557,1
7892,9907,1
8139,10880,1
10532,9253,1
8003,9524,1
8552,9719,1
9833,9980,1
8068,10402,1
8481,9648,1
8778,8234,1
10563,8620,1
8624,9518,1
9313,10143,1
8650,10713,1
9178,8130,1
9523,8859,1
9745,10569,1
9623,9703,1
10102,10770,1
7968,9355,1
8292,10479,1
10421,9945,1
9854,9164,1
10671,10208,1
9186,8526,1
10743,8567,1
10814,8860,1
8923,9541,1
8385,10498,1
8544,8379,1
7934,9321,1
10467,10795,1
9668,10925,1
8894,9888,1
9572,9974,1
8816,10489,1
8573,10386,1
10194,10988,1
9992,9610,1
8903,10695,1
9406,10537,1
9407,8738,1
10953,9397,1
9794,10391,1
8530,8727,1
9773,10576,1
8803,10109,1
9561,9811,1
10212,9069,1
10443,10626,1
8583,8539,1
9467,10696,1
8999,8087,1
10114,10471,1
9532,9621,1
9989,10645,1
8955,8930,1
9911,9206,1
10022,10879,1
9977,10077,1
10516,10206,1
9844,10491,1
9836,8936,1
8983,10269,1
8545,10287,1
10122,10642,1
9021,10476,1
10325,10647,1
8350,8217,1
10178,10705,1
9921,9810,1
10776,8462,1
9876,9247,1
10834,8714,1
9791,9963,1
7946,9737,1
7915,10649,1
8250,10774,1
9723,9477,1
10922,9587,1
9208,9748,1
7857,10311,1
9288,8504,1
8763,10423,1
9020,8605,1
8209,10482,1
10557,10385,1
9278,8135,1
9443,8493,1
9249,10752,1
7974,9782,1
10019,10137,1
10908,10428,1
10821,10556,1
8603,7949,1
8630,9180,1
10901,9130,1
9444,10993,1
8204,9366,1
9751,10129,1
10043,8019,1
9284,8786,1
10390,8844,1
9534,8929,1
9942,8538,1
8376,8565,1
9237,10574,1
8484,9790,1
9576,9601,1
10159,10816,1
9088,9874,1
8076,7914,1
10823,8137,1
8416,10572,1
10387,7903,1
10195,10682,1
10133,10149,1
10755,8393,1
9342,7987,1
8371,8534,1
10357,9447,1
10165,10773,1
10168,9238,1
8307,10191,1
8684,9652,1
9492,8146,1
8719,10463,1
8016,9133,1
9570,9913,1
8956,10021,1
10673,9460,1
10166,8020,1
8185,9227,1
8648,9188,1
8390,8251,1
9657,9689,1
10084,8091,1
9269,9714,1
10395,9675,1
8522,8939,1
8707,9134,1
9037,9426,1
10135,8479,1
9574,8875,1
9423,9169,1
9946,10640,1
9044,10416,1
10583,8485,1
9604,10301,1
10595,10012,1
10896,10003,1
10863,10895,1
7876,9687,1
8451,10204,1
9359,9081,1
10545,8831,1
8354,10746,1
9101,10728,1
9514,8127,1
10248,10473,1
8093,8737,1
8610,9937,1
9520,9705,1
7937,8991,1
8154,8645,1
10310,10927,1
7871,8212,1
7891,10717,1
8793,8377,1
8229,8558,1
10985,10807,1
10217,10852,1
9818,9137,1
9981,10250,1
10096,8806,1
8368,8666,1
9064,8053,1
10231,9452,1
8357,8236,1
8693,8026,1
9009,8184,1
9485,9959,1
9194,8668,1
8198,8794,1
8489,9962,1
10067,10335,1
10124,8338,1
10848,9070,1
8556,9193,1
8774,8988,1
8971,8043,1
9416,10353,1
8143,8775,1
9260,8890,1
8255,10469,1
8616,9098,1
10108,8585,1
9563,9894,1
10160,9591,1
7991,9089,1
7997,9256,1
8303,9399,1
7884,9066,1
8985,10089,1
8464,10707,1
9584,10119,1
8366,10856,1
9535,10912,1
10694,8703,1
10252,10011,1
9986,10884,1
9362,10786,1
8953,8193,1
9312,10828,1
7959,9843,1
8073,10616,1
10871,9883,1
9906,8572,1
10228,9732,1
10013,8000,1
9549,9898,1
9176,10026,1
8017,10259,1
9994,8772,1
9826,8434,1
8400,8133,1
9679,8183,1
9320,9123,1
9013,9002,1
8325,10249,1
9770,9273,1
8453,9589,1
10849,8643,1
10447,7867,1
9112,8781,1
8241,8510,1
8169,10086,1
9713,10972,1
10464,8724,1
9853,7975,1
10600,8092,1
10455,8969,1
8708,9698,1
9832,9517,1
8559,9612,1
9393,9819,1
10436,9257,1
9851,10201,1
9432,9835,1
9251,10405,1
9221,10262,1
7881,9701,1
9128,8011,1
8721,8723,1
9542,8326,1
10887,10456,1
9307,9682,1
9056,8427,1
8515,8699,1
9466,10170,1
8866,8913,1
10329,10321,1
8253,10328,1
10125,8887,1
8442,8438,1
10801,9213,1
10724,8626,1
9353,10153,1
10100,8468,1
9746,9593,1
9597,7971,1
8889,10304,1
9498,8847,1
9639,10621,1
8240,9027,1
10066,9774,1
10192,8818,1
7945,9332,1
9471,10602,1
8414,10675,1
10522,9267,1
9014,8346,1
8682,9219,1
9586,9417,1
10434,7936,1
9990,10679,1
10061,7990,1
10529,8506,1
7972,8302,1
10302,10663,1
8352,10091,1
10726,8808,1
10674,9892,1
8756,8741,1
8998,9258,1
10817,10697,1
9038,8106,1
8705,10075,1
10758,8150,1
9142,9650,1
10271,10044,1
9401,9245,1
10148,9681,1
10809,10581,1
9373,10036,1
8695,9912,1
8501,9445,1
10812,8899,1
8839,9368,1
10952,10687,1
9611,10568,1
8218,10735,1
9300,8164,1
10614,10841,1
8206,10597,1
7907,9637,1
10571,9850,1
10344,8821,1
9465,10512,1
10730,10316,1
9573,8248,1
8674,9889,1
9758,9812,1
9228,7984,1
9480,9803,1
7887,9817,1
9786,10956,1
9909,10211,1
8157,10984,1
8546,9484,1
8771,8279,1
7896,8145,1
8516,9599,1
10759,10708,1
8424,9609,1
9033,10893,1
9346,9191,1
10480,8178,1
8686,9669,1
9680,10763,1
8797,9606,1
9837,9578,1
8653,10398,1
8324,10676,1
7919,9583,1
9182,8946,1
9036,9617,1
8267,9340,1
9699,10027,1
8502,9607,1
8810,10737,1
8600,10331,1
9039,9501,1
10567,10779,1
8086,8974,1
9425,10295,1
9730,9086,1
8116,9656,1
10954,9663,1
8634,10020,1
10235,7939,1
8701,8990,1
10213,8300,1
9511,9436,1
10082,10734,1
8588,9877,1
9973,10995,1
10372,8006,1
8447,8341,1
10490,10979,1
9143,9261,1
8846,7926,1
8237,10916,1
8261,10850,1
7894,8864,1
8085,10343,1
10079,7995,1
8258,10855,1
8433,8926,1
9919,10668,1
9145,8886,1
10864,8690,1
10672,9798,1
10933,10605,1
10800,9954,1
8403,9371,1
9702,9976,1
9966,8274,1
8680,10495,1
10274,9972,1
9433,9856,1
8960,9411,1
10974,8045,1
10858,10691,1
9559,9382,1
10256,9673,1
